fecha,provincia,casos_total,casos_nuevos,muertes_total,muertes_nuevos,observaciones
2020-04-14,Tierra del Fuego,107,8,0,0,Se incluyen 11 casos existentes en las Islas Malvinas segun informacion de prensa
2020-04-14,Tucumán,30,0,4,0,
2020-04-15,Buenos Aires,729,62,43,1,
2020-04-15,CABA,648,30,32,4,
2020-04-15,Chaco,191,7,9,0,
2020-04-15,Chubut,1,1,0,0,Caso importado
2020-04-15,Córdoba,228,6,6,1,
2020-04-15,Corrientes,31,-1,0,0,Corresponde a un caso que fue reclasificado
2020-04-15,Entre Ríos,21,0,0,0,
2020-04-15,Jujuy,5,0,0,0,
2020-04-15,La Pampa,5,0,0,0,
2020-04-15,La Rioja,31,3,2,1,
2020-04-15,Mendoza,63,1,3,0,
2020-04-15,Misiones,3,0,0,0,
2020-04-15,Neuquén,91,1,4,0,
2020-04-15,Río Negro,106,12,2,0,
2020-04-15,Salta,4,1,0,0,
2020-04-15,San Juan,2,0,0,0,
2020-04-15,San Luis,11,0,0,0,
2020-04-15,Santa Cruz,40,0,0,0,
2020-04-15,Santa Fe,209,2,2,0,
2020-04-15,Santiago del Estero,12,0,0,0,
2020-04-15,Tierra del Fuego,110,3,0,0,
2020-04-15,Tucumán,30,0,4,0,
2020-04-16,Buenos Aires,759,30,48,5,
2020-04-16,CABA,663,15,35,3,
2020-04-16,Chaco,202,11,10,1,
2020-04-16,Chubut,2,1,0,0,
2020-04-16,Córdoba,241,13,6,0,"Informe provincial reporta solo 12 casos, dice que se cargó uno de más por error"
2020-04-16,Corrientes,31,0,0,0,
2020-04-16,Entre Ríos,22,1,0,0,
2020-04-16,Jujuy,5,0,0,0,
2020-04-16,La Pampa,5,0,0,0,
2020-04-16,La Rioja,34,3,2,0,
2020-04-16,Mendoza,68,5,4,1,
2020-04-16,Misiones,3,0,0,0,
2020-04-16,Neuquén,92,1,4,0,
2020-04-16,Río Negro,115,9,2,0,
2020-04-16,Salta,3,-1,0,0,Corresponde a un caso que fue reclasificado
2020-04-16,San Juan,2,0,0,0,
2020-04-16,San Luis,11,0,0,0,
2020-04-16,Santa Cruz,40,0,0,0,
2020-04-16,Santa Fe,212,3,2,0,
2020-04-16,Santiago del Estero,12,0,0,0,
2020-04-16,Tierra del Fuego,117,7,0,0,
2020-04-16,Tucumán,30,0,4,0,
2020-04-17,Buenos Aires,794,34,51,3,
2020-04-17,CABA,677,14,36,1,
2020-04-17,Chaco,224,22,10,0,
2020-04-17,Chubut,1,-1,0,0,1 caso fue reclasificado a la provincia de Buenos Aires
2020-04-17,Córdoba,247,6,6,0,
2020-04-17,Corrientes,31,0,0,0,
2020-04-17,Entre Ríos,22,0,0,0,
2020-04-17,Jujuy,5,0,0,0,
2020-04-17,La Pampa,5,0,0,0,
2020-04-17,La Rioja,35,1,3,1,
2020-04-17,Mendoza,69,1,6,2,
2020-04-17,Misiones,4,1,0,0,
2020-04-17,Neuquén,93,1,4,0,"Este caso corresponde a un caso antiguo que fue cargado por error como otro Coronavirus, y que en el día de hoy se reclasificó"
2020-04-17,Río Negro,116,1,2,0,
2020-04-17,Salta,3,0,0,0,
2020-04-17,San Juan,2,0,0,0,
2020-04-17,San Luis,11,0,0,0,
2020-04-17,Santa Cruz,40,0,0,0,
2020-04-17,Santa Fe,218,6,2,0,
2020-04-17,Santiago del Estero,12,0,0,0,
2020-04-17,Tierra del Fuego,119,2,0,0,
2020-04-17,Tucumán,30,0,4,0,
2020-04-18,Buenos Aires,825,31,53,2,
2020-04-18,CABA,691,14,37,1,
2020-04-18,Chaco,248,24,10,0,
2020-04-18,Chubut,1,0,0,0,
2020-04-18,Córdoba,249,2,6,0,
2020-04-18,Corrientes,31,0,0,0,
2020-04-18,Entre Ríos,22,0,0,0,
2020-04-18,Jujuy,5,0,0,0,
2020-04-18,La Pampa,5,0,0,0,
2020-04-18,La Rioja,35,0,3,0,
2020-04-18,Mendoza,69,0,6,0,
2020-04-18,Misiones,5,1,0,0,
2020-04-18,Neuquén,96,3,4,0,
2020-04-18,Río Negro,119,3,2,0,
2020-04-18,Salta,3,0,0,0,
2020-04-18,San Juan,2,0,0,0,
2020-04-18,San Luis,11,0,0,0,
2020-04-18,Santa Cruz,40,0,0,0,
2020-04-18,Santa Fe,221,3,2,0,
2020-04-18,Santiago del Estero,12,0,0,0,
2020-04-18,Tierra del Fuego,119,0,0,0,
2020-04-18,Tucumán,30,0,4,0,
2020-04-19,Buenos Aires,873,48,54,1,
2020-04-19,CABA,706,15,37,0,
2020-04-19,Chaco,253,5,10,0,
2020-04-19,Chubut,2,1,0,0,
2020-04-19,Córdoba,260,11,7,1,
2020-04-19,Corrientes,31,0,0,0,
2020-04-19,Entre Ríos,22,0,0,0,
2020-04-19,Jujuy,5,0,0,0,
2020-04-19,La Pampa,5,0,0,0,
2020-04-19,La Rioja,39,4,3,0,
2020-04-19,Mendoza,72,3,6,0,
2020-04-19,Misiones,5,0,0,0,
2020-04-19,Neuquén,99,3,4,0,
2020-04-19,Río Negro,127,8,2,0,
2020-04-19,Salta,3,0,0,0,
2020-04-19,San Juan,2,0,0,0,
2020-04-19,San Luis,11,0,0,0,
2020-04-19,Santa Cruz,40,0,0,0,
2020-04-19,Santa Fe,222,1,2,0,
2020-04-19,Santiago del Estero,12,0,0,0,
2020-04-19,Tierra del Fuego,122,3,0,0,
2020-04-19,Tucumán,30,0,4,0,
2020-04-20,Buenos Aires,915,42,54,0,
2020-04-20,CABA,728,22,38,1,
2020-04-20,Chaco,258,5,11,1,
2020-04-20,Chubut,2,0,0,0,
2020-04-20,Córdoba,260,0,9,2,
2020-04-20,Corrientes,34,3,0,0,
2020-04-20,Entre Ríos,22,0,0,0,
2020-04-20,Jujuy,5,0,0,0,
2020-04-20,La Pampa,5,0,0,0,
2020-04-20,La Rioja,39,0,3,0,
2020-04-20,Mendoza,73,1,7,1,
2020-04-20,Misiones,5,0,0,0,
2020-04-20,Neuquén,102,3,4,0,
2020-04-20,Río Negro,137,10,5,3,
2020-04-20,Salta,3,0,0,0,
2020-04-20,San Juan,2,0,0,0,
2020-04-20,San Luis,11,0,0,0,
2020-04-20,Santa Cruz,41,1,0,0,
2020-04-20,Santa Fe,224,2,2,0,
2020-04-20,Santiago del Estero,12,0,0,0,
2020-04-20,Tierra del Fuego,122,0,0,0,
2020-04-20,Tucumán,31,1,4,0,
2020-04-21,Buenos Aires,975,60,58,4,
2020-04-21,CABA,761,33,41,3,
2020-04-21,Chaco,263,5,11,0,
2020-04-21,Chubut,2,0,0,0,
2020-04-21,Córdoba,260,0,9,0,
2020-04-21,Corrientes,34,0,0,0,
2020-04-21,Entre Ríos,22,0,0,0,
2020-04-21,Jujuy,5,0,0,0,
2020-04-21,La Pampa,5,0,0,0,
2020-04-21,La Rioja,40,1,5,2,
2020-04-21,Mendoza,73,0,7,0,
2020-04-21,Misiones,5,0,0,0,
2020-04-21,Neuquén,102,0,4,0,
2020-04-21,Río Negro,148,11,5,0,
2020-04-21,Salta,3,0,0,0,
2020-04-21,San Juan,2,0,0,0,
2020-04-21,San Luis,11,0,0,0,
2020-04-21,Santa Cruz,41,0,0,0,
2020-04-21,Santa Fe,225,1,2,0,
2020-04-21,Santiago del Estero,12,0,0,0,
2020-04-21,Tierra del Fuego,124,1,0,0,Se incluyen 12 casos existentes en las Islas Malvinas segun informacion de prensa
2020-04-21,Tucumán,31,0,4,0,
2020-04-22,Buenos Aires,1036,61,63,5,
2020-04-22,CABA,800,39,43,2,
2020-04-22,Chaco,270,7,11,0,
2020-04-22,Chubut,2,0,0,0,
2020-04-22,Córdoba,264,4,10,1,
2020-04-22,Corrientes,34,0,0,0,
2020-04-22,Entre Ríos,22,0,0,0,
2020-04-22,Jujuy,5,0,0,0,
2020-04-22,La Pampa,5,0,0,0,
2020-04-22,La Rioja,45,5,5,0,
2020-04-22,Mendoza,74,1,7,0,
2020-04-22,Misiones,5,0,0,0,
2020-04-22,Neuquén,103,1,4,0,
2020-04-22,Río Negro,165,17,5,0,
2020-04-22,Salta,3,0,0,0,
2020-04-22,San Juan,2,0,0,0,
2020-04-22,San Luis,11,0,0,0,
2020-04-22,Santa Cruz,41,0,0,0,
2020-04-22,Santa Fe,230,5,2,0,
2020-04-22,Santiago del Estero,12,0,0,0,
2020-04-22,Tierra del Fuego,124,0,0,0,
2020-04-22,Tucumán,35,4,4,0,
2020-04-23,Buenos Aires,1120,84,67,4,
2020-04-23,CABA,837,37,44,1,
2020-04-23,Chaco,280,10,11,0,
2020-04-23,Chubut,2,0,0,0,
2020-04-23,Córdoba,266,2,10,0,
2020-04-23,Corrientes,35,1,0,0,
2020-04-23,Entre Ríos,22,0,0,0,
2020-04-23,Jujuy,5,0,0,0,
2020-04-23,La Pampa,5,0,0,0,
2020-04-23,La Rioja,45,0,5,0,
2020-04-23,Mendoza,75,1,8,1,
2020-04-23,Misiones,5,0,0,0,
2020-04-23,Neuquén,104,1,4,0,
2020-04-23,Río Negro,169,4,5,0,
2020-04-23,Salta,3,0,0,0,
2020-04-23,San Juan,2,0,0,0,
2020-04-23,San Luis,11,0,0,0,
2020-04-23,Santa Cruz,41,0,0,0,
2020-04-23,Santa Fe,236,6,2,0,
2020-04-23,Santiago del Estero,12,0,0,0,
2020-04-23,Tierra del Fuego,125,1,0,0,
2020-04-23,Tucumán,35,0,4,0,
2020-04-24,Buenos Aires,1181,61,71,4,
2020-04-24,CABA,916,79,48,4,
2020-04-24,Chaco,287,7,12,1,
2020-04-24,Chubut,2,0,0,0,
2020-04-24,Córdoba,269,3,11,1,
2020-04-24,Corrientes,39,4,0,0,
2020-04-24,Entre Ríos,22,0,0,0,
2020-04-24,Jujuy,5,0,0,0,
2020-04-24,La Pampa,5,0,0,0,
2020-04-24,La Rioja,47,2,5,0,
2020-04-24,Mendoza,75,0,8,0,
2020-04-24,Misiones,6,1,1,1,
2020-04-24,Neuquén,104,0,4,0,
2020-04-24,Río Negro,180,11,5,0,
2020-04-24,Salta,3,0,0,0,
2020-04-24,San Juan,2,0,0,0,
2020-04-24,San Luis,11,0,0,0,
2020-04-24,Santa Cruz,42,1,0,0,
2020-04-24,Santa Fe,239,3,2,0,
2020-04-24,Santiago del Estero,12,0,0,0,
2020-04-24,Tierra del Fuego,126,1,0,0,
2020-04-24,Tucumán,34,-1,4,0,1 caso fue reclasificado a Córdoba
2020-04-25,Buenos Aires,1275,94,73,2,
2020-04-25,CABA,971,55,52,4,
2020-04-25,Chaco,294,7,12,0,
2020-04-25,Chubut,2,0,0,0,
2020-04-25,Córdoba,270,1,12,1,
2020-04-25,Corrientes,40,1,0,0,
2020-04-25,Entre Ríos,22,0,0,0,
2020-04-25,Jujuy,5,0,0,0,
2020-04-25,La Pampa,5,0,0,0,
2020-04-25,La Rioja,50,3,6,1,
2020-04-25,Mendoza,75,0,8,0,
2020-04-25,Misiones,6,0,1,0,
2020-04-25,Neuquén,104,0,4,0,
2020-04-25,Río Negro,184,4,6,1,
2020-04-25,Salta,3,0,0,0,
2020-04-25,San Juan,2,0,0,0,
2020-04-25,San Luis,11,0,0,0,
2020-04-25,Santa Cruz,42,0,0,0,
2020-04-25,Santa Fe,242,3,2,0,
2020-04-25,Santiago del Estero,13,1,0,0,
2020-04-25,Tierra del Fuego,130,4,0,0,Se incluyen 13 casos existentes en las Islas Malvinas segun informacion de prensa
2020-04-25,Tucumán,34,0,4,0,
2020-04-26,Buenos Aires,1331,56,75,2,
2020-04-26,CABA,1007,36,57,5,
2020-04-26,Chaco,297,3,12,0,
2020-04-26,Chubut,2,0,0,0,
2020-04-26,Córdoba,273,3,12,0,
2020-04-26,Corrientes,46,6,0,0,
2020-04-26,Entre Ríos,23,1,0,0,
2020-04-26,Jujuy,5,0,0,0,
2020-04-26,La Pampa,5,0,0,0,
2020-04-26,La Rioja,50,0,6,0,
2020-04-26,Mendoza,75,0,8,0,
2020-04-26,Misiones,6,0,1,0,
2020-04-26,Neuquén,105,1,4,0,
2020-04-26,Río Negro,185,1,6,0,
2020-04-26,Salta,4,1,0,0,
2020-04-26,San Juan,2,0,0,0,
2020-04-26,San Luis,11,0,0,0,
2020-04-26,Santa Cruz,43,1,0,0,
2020-04-26,Santa Fe,242,0,2,0,
2020-04-26,Santiago del Estero,15,2,0,0,
2020-04-26,Tierra del Fuego,130,0,0,0,
2020-04-26,Tucumán,35,1,4,0,
2020-04-27,Buenos Aires,1381,50,76,1,
2020-04-27,CABA,1039,32,59,2,
2020-04-27,Chaco,307,10,13,1,
2020-04-27,Chubut,2,0,0,0,
2020-04-27,Córdoba,273,0,13,1,
2020-04-27,Corrientes,46,0,0,0,
2020-04-27,Entre Ríos,23,0,0,0,
2020-04-27,Jujuy,5,0,0,0,
2020-04-27,La Pampa,5,0,0,0,
2020-04-27,La Rioja,50,0,6,0,
2020-04-27,Mendoza,75,0,8,0,
2020-04-27,Misiones,8,2,1,0,
2020-04-27,Neuquén,108,3,4,0,
2020-04-27,Río Negro,193,8,6,0,
2020-04-27,Salta,4,0,0,0,
2020-04-27,San Juan,2,0,0,0,
2020-04-27,San Luis,11,0,0,0,
2020-04-27,Santa Cruz,48,5,0,0,
2020-04-27,Santa Fe,242,0,2,0,
2020-04-27,Santiago del Estero,15,0,0,0,
2020-04-27,Tierra del Fuego,131,1,0,0,
2020-04-27,Tucumán,35,0,4,0,
2020-04-28,Buenos Aires,1429,48,82,6,
2020-04-28,CABA,1089,50,61,2,
2020-04-28,Chaco,307,0,13,0,
2020-04-28,Chubut,2,0,0,0,
2020-04-28,Córdoba,275,2,14,1,
2020-04-28,Corrientes,47,1,0,0,
2020-04-28,Entre Ríos,23,0,0,0,
2020-04-28,Jujuy,5,0,0,0,
2020-04-28,La Pampa,5,0,0,0,
2020-04-28,La Rioja,51,1,6,0,
2020-04-28,Mendoza,76,1,8,0,
2020-04-28,Misiones,8,0,1,0,
2020-04-28,Neuquén,108,0,5,1,
2020-04-28,Río Negro,206,13,6,0,
2020-04-28,Salta,4,0,0,0,
2020-04-28,San Juan,2,0,0,0,
2020-04-28,San Luis,11,0,0,0,
2020-04-28,Santa Cruz,48,0,0,0,
2020-04-28,Santa Fe,243,1,2,0,
2020-04-28,Santiago del Estero,15,0,0,0,
2020-04-28,Tierra del Fuego,137,6,0,0,
2020-04-28,Tucumán,36,1,4,0,
2020-04-29,Buenos Aires,1532,103,84,2,
2020-04-29,CABA,1123,34,64,3,
2020-04-29,Chaco,311,4,14,1,
2020-04-29,Chubut,2,0,0,0,
2020-04-29,Córdoba,276,1,14,0,Informe provincial reporta 0 casos y dice que el caso notificado es un error de carga
2020-04-29,Corrientes,47,0,0,0,
2020-04-29,Entre Ríos,23,0,0,0,
2020-04-29,Jujuy,5,0,0,0,
2020-04-29,La Pampa,5,0,0,0,
2020-04-29,La Rioja,52,1,6,0,
2020-04-29,Mendoza,78,2,8,0,
2020-04-29,Misiones,12,4,1,0,
2020-04-29,Neuquén,109,1,5,0,
2020-04-29,Río Negro,214,8,7,1,
2020-04-29,Salta,4,0,0,0,
2020-04-29,San Juan,2,0,0,0,
2020-04-29,San Luis,11,0,0,0,
2020-04-29,Santa Cruz,48,0,0,0,
2020-04-29,Santa Fe,243,0,2,0,
2020-04-29,Santiago del Estero,15,0,0,0,
2020-04-29,Tierra del Fuego,137,0,0,0,
2020-04-29,Tucumán,36,0,4,0,
2020-04-30,Buenos Aires,1598,66,86,2,
2020-04-30,CABA,1168,45,66,2,
2020-04-30,Chaco,314,3,14,0,
2020-04-30,Chubut,2,0,0,0,
2020-04-30,Córdoba,278,2,14,0,
2020-04-30,Corrientes,48,1,0,0,
2020-04-30,Entre Ríos,23,0,0,0,
2020-04-30,Jujuy,5,0,0,0,
2020-04-30,La Pampa,5,0,0,0,
2020-04-30,La Rioja,52,0,6,0,
2020-04-30,Mendoza,83,5,8,0,
2020-04-30,Misiones,12,0,1,0,
2020-04-30,Neuquén,111,2,5,0,
2020-04-30,Río Negro,228,14,7,0,
2020-04-30,Salta,4,0,0,0,
2020-04-30,San Juan,2,0,0,0,
2020-04-30,San Luis,11,0,0,0,
2020-04-30,Santa Cruz,49,1,0,0,
2020-04-30,Santa Fe,243,0,2,0,
2020-04-30,Santiago del Estero,15,0,0,0,
2020-04-30,Tierra del Fuego,139,2,0,0,
2020-04-30,Tucumán,38,2,4,0,
2020-05-01,Buenos Aires,1632,34,90,4,
2020-05-01,CABA,1197,29,69,3,
2020-05-01,Chaco,326,12,14,0,
2020-05-01,Chubut,3,1,0,0,
2020-05-01,Córdoba,291,13,14,0, 
2020-05-01,Corrientes,49,1,0,0,
2020-05-01,Entre Ríos,25,2,0,0,
2020-05-01,Jujuy,5,0,0,0,
2020-05-01,La Pampa,5,0,0,0,
2020-05-01,La Rioja,55,3,6,0,
2020-05-01,Mendoza,84,1,8,0,
2020-05-01,Misiones,12,0,1,0,
2020-05-01,Neuquén,110,0,5,0,Reclasificó un caso descartado que figuraba como confirmado debido a un error de carga
2020-05-01,Río Negro,236,8,7,0,
2020-05-01,Salta,4,0,0,0,
2020-05-01,San Juan,2,0,0,0,
2020-05-01,San Luis,11,0,0,0,
2020-05-01,Santa Cruz,49,0,0,0,
2020-05-01,Santa Fe,243,0,2,0,
2020-05-01,Santiago del Estero,15,0,0,0,
2020-05-01,Tierra del Fuego,140,1,0,0,
2020-05-01,Tucumán,38,0,4,0,
2020-05-02,Buenos Aires,1677,45,92,2,
2020-05-02,CABA,1255,58,75,6,
2020-05-02,Chaco,337,11,17,3,
2020-05-02,Chubut,4,1,0,0,
2020-05-02,Córdoba,303,12,15,1,
2020-05-02,Corrientes,49,0,0,0,
2020-05-02,Entre Ríos,25,0,0,0,
2020-05-02,Jujuy,5,0,0,0,
2020-05-02,La Pampa,5,0,0,0,
2020-05-02,La Rioja,55,0,6,0,
2020-05-02,Mendoza,85,1,8,0,
2020-05-02,Misiones,24,12,1,0,
2020-05-02,Neuquén,110,0,5,0,
2020-05-02,Río Negro,242,6,7,0,
2020-05-02,Salta,4,0,0,0,
2020-05-02,San Juan,2,0,0,0,
2020-05-02,San Luis,11,0,0,0,
2020-05-02,Santa Cruz,49,0,0,0,
2020-05-02,Santa Fe,243,0,2,0,
2020-05-02,Santiago del Estero,15,0,0,0,
2020-05-02,Tierra del Fuego,143,3,0,0,
2020-05-02,Tucumán,38,0,4,0,
2020-05-03,Buenos Aires,1715,38,95,3,
2020-05-03,CABA,1304,49,77,2,
2020-05-03,Chaco,342,5,18,1,
2020-05-03,Chubut,4,0,0,0,"San Juan, La Pampa y Chubut son las únicas provincias que presentan casos únicamente importados (Infobae)"
2020-05-03,Córdoba,304,1,17,2,
2020-05-03,Corrientes,49,0,0,0,
2020-05-03,Entre Ríos,27,2,0,0,
2020-05-03,Jujuy,5,0,0,0,
2020-05-03,La Pampa,5,0,0,0,"San Juan, La Pampa y Chubut son las únicas provincias que presentan casos únicamente importados (Infobae)"
2020-05-03,La Rioja,55,0,6,0,
2020-05-03,Mendoza,84,0,8,0,"Reclasificó uno de sus casos que figuraba como confirmado, a descartado, por un error de carga"
2020-05-03,Misiones,24,0,1,0,
2020-05-03,Neuquén,110,0,5,0,
2020-05-03,Río Negro,248,6,8,1,
2020-05-03,Salta,4,0,0,0,
2020-05-03,San Juan,2,0,0,0,"San Juan, La Pampa y Chubut son las únicas provincias que presentan casos únicamente importados (Infobae)"
2020-05-03,San Luis,11,0,0,0,
2020-05-03,Santa Cruz,49,0,0,0,
2020-05-03,Santa Fe,243,0,2,0,
2020-05-03,Santiago del Estero,15,0,0,0,
2020-05-03,Tierra del Fuego,145,2,0,0,
2020-05-03,Tucumán,38,0,4,0,
2020-05-04,Buenos Aires,1753,38,102,7,
2020-05-04,CABA,1347,43,81,4,
2020-05-04,Chaco,347,5,19,1,
2020-05-04,Chubut,4,0,0,0,
2020-05-04,Córdoba,310,6,19,2,
2020-05-04,Corrientes,49,0,0,0,
2020-05-04,Entre Ríos,27,0,0,0,
2020-05-04,Jujuy,5,0,0,0,
2020-05-04,La Pampa,5,0,0,0,
2020-05-04,La Rioja,56,1,6,0,
2020-05-04,Mendoza,84,0,8,0,
2020-05-04,Misiones,25,1,1,0,
2020-05-04,Neuquén,110,0,5,0,
2020-05-04,Río Negro,255,7,8,0,
2020-05-04,Salta,4,0,0,0,
2020-05-04,San Juan,2,0,0,0,
2020-05-04,San Luis,11,0,0,0,
2020-05-04,Santa Cruz,49,0,0,0,
2020-05-04,Santa Fe,243,0,2,0,
2020-05-04,Santiago del Estero,15,0,0,0,
2020-05-04,Tierra del Fuego,145,0,0,0,
2020-05-04,Tucumán,41,3,4,0,
2020-05-05,Buenos Aires,1811,58,103,1,
2020-05-05,CABA,1404,57,82,1,
2020-05-05,Chaco,358,11,19,0,
2020-05-05,Chubut,4,0,0,0,
2020-05-05,Córdoba,311,1,21,2,
2020-05-05,Corrientes,48,0,0,0,Corrientes reclasifico 1 caso de confirmado a descartado
2020-05-05,Entre Ríos,28,1,0,0,
2020-05-05,Jujuy,5,0,0,0,
2020-05-05,La Pampa,5,0,0,0,
2020-05-05,La Rioja,56,0,6,0,
2020-05-05,Mendoza,85,1,8,0,
2020-05-05,Misiones,25,0,1,0,
2020-05-05,Neuquén,110,0,5,0,
2020-05-05,Río Negro,259,4,8,0,
2020-05-05,Salta,4,0,0,0,
2020-05-05,San Juan,2,0,0,0,
2020-05-05,San Luis,11,0,0,0,
2020-05-05,Santa Cruz,49,0,0,0,
2020-05-05,Santa Fe,244,1,2,0,
2020-05-05,Santiago del Estero,15,0,0,0,
2020-05-05,Tierra del Fuego,145,0,0,0,
2020-05-05,Tucumán,41,0,4,0,
2020-05-06,Buenos Aires,1874,63,108,5,
2020-05-06,CABA,1506,102,85,3,
2020-05-06,Chaco,366,8,19,0,
2020-05-06,Chubut,4,0,0,0,
2020-05-06,Córdoba,316,5,21,0,
2020-05-06,Corrientes,51,3,0,0,
2020-05-06,Entre Ríos,28,0,0,0,
2020-05-06,Jujuy,5,0,0,0,
2020-05-06,La Pampa,5,0,0,0,
2020-05-06,La Rioja,57,1,6,0,
2020-05-06,Mendoza,85,0,8,0,
2020-05-06,Misiones,25,0,1,0,
2020-05-06,Neuquén,110,0,5,0,
2020-05-06,Río Negro,265,6,9,1,
2020-05-06,Salta,4,0,0,0,
2020-05-06,San Juan,2,0,0,0,
2020-05-06,San Luis,11,0,0,0,
2020-05-06,Santa Cruz,49,0,0,0,
2020-05-06,Santa Fe,244,0,2,0,
2020-05-06,Santiago del Estero,15,0,0,0,
2020-05-06,Tierra del Fuego,145,0,0,0,
2020-05-06,Tucumán,41,0,4,0,
2020-05-07,Buenos Aires,1924,50,114,6,
2020-05-07,CABA,1583,77,87,2,
2020-05-07,Chaco,392,26,19,0,
2020-05-07,Chubut,4,0,0,0,
2020-05-07,Córdoba,320,4,21,0,
2020-05-07,Corrientes,52,1,0,0,
2020-05-07,Entre Ríos,28,0,0,0,
2020-05-07,Jujuy,5,0,0,0,
2020-05-07,La Pampa,5,0,0,0,
2020-05-07,La Rioja,58,1,6,0,
2020-05-07,Mendoza,85,0,8,0,
2020-05-07,Misiones,25,0,1,0,
2020-05-07,Neuquén,110,0,5,0,
2020-05-07,Río Negro,268,3,9,0,
2020-05-07,Salta,4,0,0,0,
2020-05-07,San Juan,3,1,0,0,
2020-05-07,San Luis,11,0,0,0,
2020-05-07,Santa Cruz,49,0,0,0,
2020-05-07,Santa Fe,244,0,3,1,
2020-05-07,Santiago del Estero,15,0,0,0,
2020-05-07,Tierra del Fuego,145,0,0,0,
2020-05-07,Tucumán,41,0,4,0,
2020-05-08,Buenos Aires,2001,77,119,5,
2020-05-08,CABA,1713,130,93,6,
2020-05-08,Chaco,418,26,19,0,
2020-05-08,Chubut,4,0,0,0,
2020-05-08,Córdoba,322,2,21,0,
2020-05-08,Corrientes,53,1,0,0,
2020-05-08,Entre Ríos,28,0,0,0,
2020-05-08,Jujuy,5,0,0,0,
2020-05-08,La Pampa,5,0,0,0,
2020-05-08,La Rioja,59,1,6,0,
2020-05-08,Mendoza,86,1,8,0,
2020-05-08,Misiones,25,0,1,0,
2020-05-08,Neuquén,110,0,5,0,
2020-05-08,Río Negro,270,2,9,0,
2020-05-08,Salta,4,0,0,0,
2020-05-08,San Juan,3,0,0,0,
2020-05-08,San Luis,11,0,0,0,
2020-05-08,Santa Cruz,49,0,0,0,
2020-05-08,Santa Fe,244,0,3,0,
2020-05-08,Santiago del Estero,15,0,0,0,
2020-05-08,Tierra del Fuego,145,0,0,0,
2020-05-08,Tucumán,41,0,4,0,
2020-05-09,Buenos Aires,2061,60,123,4,
2020-05-09,CABA,1796,83,95,2,
2020-05-09,Chaco,427,9,19,0,
2020-05-09,Chubut,4,0,0,0,
2020-05-09,Córdoba,328,6,21,0,
2020-05-09,Corrientes,54,1,0,0,
2020-05-09,Entre Ríos,28,0,0,0,
2020-05-09,Jujuy,5,0,0,0,
2020-05-09,La Pampa,5,0,0,0,
2020-05-09,La Rioja,59,0,7,1,
2020-05-09,Mendoza,86,0,8,0,
2020-05-09,Misiones,25,0,1,0,
2020-05-09,Neuquén,111,1,5,0,
2020-05-09,Río Negro,274,4,9,0,
2020-05-09,Salta,4,0,0,0,
2020-05-09,San Juan,3,0,0,0,
2020-05-09,San Luis,11,0,0,0,
2020-05-09,Santa Cruz,49,0,0,0,
2020-05-09,Santa Fe,244,0,3,0,
2020-05-09,Santiago del Estero,15,0,0,0,
2020-05-09,Tierra del Fuego,146,1,0,0,
2020-05-09,Tucumán,41,0,4,0,
2020-05-10,Buenos Aires,2112,51,126,3,
2020-05-10,CABA,1961,165,97,2,
2020-05-10,Chaco,459,32,19,0,
2020-05-10,Chubut,4,0,0,0,
2020-05-10,Córdoba,333,5,21,0,
2020-05-10,Corrientes,54,0,0,0,
2020-05-10,Entre Ríos,28,0,0,0,
2020-05-10,Jujuy,5,0,0,0,
2020-05-10,La Pampa,5,0,0,0,
2020-05-10,La Rioja,59,0,7,0,
2020-05-10,Mendoza,86,0,8,0,
2020-05-10,Misiones,25,0,1,0,
2020-05-10,Neuquén,111,0,5,0,
2020-05-10,Río Negro,276,2,9,0,
2020-05-10,Salta,4,0,0,0,
2020-05-10,San Juan,3,0,0,0,
2020-05-10,San Luis,11,0,0,0,
2020-05-10,Santa Cruz,49,0,0,0,
2020-05-10,Santa Fe,244,0,3,0,
2020-05-10,Santiago del Estero,16,1,0,0,
2020-05-10,Tierra del Fuego,148,2,0,0,
2020-05-10,Tucumán,41,0,4,0,
2020-05-11,Buenos Aires,2156,44,130,4,
2020-05-11,CABA,2098,137,100,3,
2020-05-11,Chaco,476,17,20,1,
2020-05-11,Chubut,4,0,0,0,
2020-05-11,Córdoba,347,14,21,0,
2020-05-11,Corrientes,70,16,0,0,
2020-05-11,Entre Ríos,28,0,0,0,
2020-05-11,Jujuy,5,0,0,0,
2020-05-11,La Pampa,5,0,0,0,
2020-05-11,La Rioja,60,1,7,0,
2020-05-11,Mendoza,86,0,8,0,
2020-05-11,Misiones,26,1,1,0,
2020-05-11,Neuquén,111,0,5,0,
2020-05-11,Río Negro,289,13,10,1,
2020-05-11,Salta,4,0,0,0,
2020-05-11,San Juan,3,0,0,0,
2020-05-11,San Luis,11,0,0,0,
2020-05-11,Santa Cruz,49,0,0,0,
2020-05-11,Santa Fe,244,0,3,0,
2020-05-11,Santiago del Estero,16,0,0,0,
2020-05-11,Tierra del Fuego,148,0,0,0,
2020-05-11,Tucumán,42,1,4,0,
2020-05-12,Buenos Aires,2236,80,132,2,
2020-05-12,CABA,2286,188,101,1,
2020-05-12,Chaco,486,10,21,1,
2020-05-12,Chubut,4,0,0,0,
2020-05-12,Córdoba,350,3,22,1,
2020-05-12,Corrientes,71,1,0,0,
